id,name,created_at,updated_at
959,dehydrated sardine,2024-05-02 10:49:16.72953,
960,chicken liver ocean whitefish,2024-05-02 10:49:16.72953,
961,freeze dried rabbit (including ground rabbit bone),2024-05-02 10:49:16.72953,
962,agar-agar,2024-05-02 10:49:16.72953,
963,manuka honey,2024-05-02 10:49:16.72953,
964,choline chloride,2024-05-02 10:49:16.72953,
965,l-arginine,2024-05-02 10:49:16.72953,
966,added color.,2024-05-02 10:49:16.72953,
967,tuna meat,2024-05-02 10:49:16.72953,
968,dried avocado,2024-05-02 10:49:16.72953,
969,dried bacillus coagulans fermentation product,2024-05-02 10:49:16.72953,
970,magnesium carbonate,2024-05-02 10:49:16.72953,
971,chia seed,2024-05-02 10:49:16.72953,
972,dehydrated alfalfa pellets,2024-05-02 10:49:16.72953,
973,l-ascorbyl-2-polyphosphate,2024-05-02 10:49:16.72953,
974,(vitamin e supplement niacin vitamin a supplement thiamine mononitrate riboflavin biotin vitamin b12 supplement folic acid vitamin d3 supplement d-calcium pantothenate),2024-05-02 10:49:16.72953,
975,duck hearts,2024-05-02 10:49:16.72953,
976,vitamins(vitamin a supplement,2024-05-02 10:49:16.72953,
977,soybean hulls,2024-05-02 10:49:16.72953,
978,dried miscanthus grass,2024-05-02 10:49:16.72953,
979,turkey thigh,2024-05-02 10:49:16.72953,
980,marigold extract (tagetes erecta l.),2024-05-02 10:49:16.72953,
981,minerals {zinc sulfate,2024-05-02 10:49:16.72953,
982,ethylenediamine dihydriodide,2024-05-02 10:49:16.72953,
983,fructooligosaccharides,2024-05-02 10:49:16.72953,
984,e466620,2024-05-02 10:49:16.72953,
985,rice starch,2024-05-02 10:49:16.72953,
986,organic chicken liver,2024-05-02 10:49:16.72953,
987,fd&c yellow #6,2024-05-02 10:49:16.72953,
988,dried lettuce,2024-05-02 10:49:16.72953,
989,wild boar,2024-05-02 10:49:16.72953,
990,b466220,2024-05-02 10:49:16.72953,
991,flaxseeds,2024-05-02 10:49:16.72953,
992,thyme.,2024-05-02 10:49:16.72953,
993,salmon oil (source of omega 3 fatty acids),2024-05-02 10:49:16.72953,
994,dried kelp meal,2024-05-02 10:49:16.72953,
995,dried bacillus subtilis fermentation product*,2024-05-02 10:49:16.72953,
996,manganese amino acidchelate,2024-05-02 10:49:16.72953,
997,monkfish,2024-05-02 10:49:16.72953,
998,cobalt amino acid chelate,2024-05-02 10:49:16.72953,
999,ocean fish meal,2024-05-02 10:49:16.72953,
1000,lamb liver,2024-05-02 10:49:16.72953,
1001,prawn,2024-05-02 10:49:16.72953,
1002,pork liver broth,2024-05-02 10:49:16.72953,
1003,turkey necks,2024-05-02 10:49:16.72953,
1004,chicken liver hydrolysate,2024-05-02 10:49:16.72953,
1005,boneless/skinless salmon,2024-05-02 10:49:16.72953,
1006,menadione,2024-05-02 10:49:16.72953,
1007,calcium iodate).,2024-05-02 10:49:16.72953,
1008,ascorbic acid,2024-05-02 10:49:16.72953,
1009,dried pineapple,2024-05-02 10:49:16.72953,
1010,pumpkins,2024-05-02 10:49:16.72953,
1011,dried ground potatoes,2024-05-02 10:49:16.72953,
1012,green tea extract.,2024-05-02 10:49:16.72953,
1013,turkey (with ground bone),2024-05-02 10:49:16.72953,
1014,krill (small shrimp),2024-05-02 10:49:16.72953,
1015,tuna meal (preserved with ethoxyquin),2024-05-02 10:49:16.72953,
1016,broccoli powder,2024-05-02 10:49:16.72953,
1017,soya oil,2024-05-02 10:49:16.72953,
1018,inulin (prebiotic),2024-05-02 10:49:16.72953,
1019,folic acid),2024-05-02 10:49:16.72953,
1020,bison broth,2024-05-02 10:49:16.72953,
1021,poultry fat (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1022,astaxanthin,2024-05-02 10:49:16.72953,
1023,guinea fowl meal,2024-05-02 10:49:16.72953,
1024,dehydrated chicken bone broth,2024-05-02 10:49:16.72953,
1025,peas,2024-05-02 10:49:16.72953,
1026,vitamins [alpha-tocopherol acetate (a source of vitamin e),2024-05-02 10:49:16.72953,
1027,bha & citric acid (a preservative),2024-05-02 10:49:16.72953,
1028,poultry by-products,2024-05-02 10:49:16.72953,
1029,chelated copper sulfate,2024-05-02 10:49:16.72953,
1030,fish oil (source of dha),2024-05-02 10:49:16.72953,
1031,psyllium husk (source of soluble dietary fiber),2024-05-02 10:49:16.72953,
1032,vitamin e),2024-05-02 10:49:16.72953,
1033,c425919,2024-05-02 10:49:16.72953,
1034,dehydrated chicken pork,2024-05-02 10:49:16.72953,
1035,ocean herring meal,2024-05-02 10:49:16.72953,
1036,chelated potassium chloride,2024-05-02 10:49:16.72953,
1037,organic blueberry,2024-05-02 10:49:16.72953,
1038,chicken gizzards,2024-05-02 10:49:16.72953,
1039,beef bone,2024-05-02 10:49:16.72953,
1040,heart,2024-05-02 10:49:16.72953,
1041,minerals (manganese sulfate,2024-05-02 10:49:16.72953,
1042,catfish oil (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
1043,mixed tocopherols added to preserve freshness,2024-05-02 10:49:16.72953,
1044,biotin,2024-05-02 10:49:16.72953,
1045,dried organic barley grass,2024-05-02 10:49:16.72953,
1046,soy lecithin,2024-05-02 10:49:16.72953,
1047,tapioca starch,2024-05-02 10:49:16.72953,
1048,whole sardine,2024-05-02 10:49:16.72953,
1049,tomato paste,2024-05-02 10:49:16.72953,
1050,salmon with ground bone,2024-05-02 10:49:16.72953,
1051,e667318,2024-05-02 10:49:16.72953,
1052,copper proteinate.,2024-05-02 10:49:16.72953,
1053,dried plain bet pulp,2024-05-02 10:49:16.72953,
1054,dried lactobacilluscasei fermentation product,2024-05-02 10:49:16.72953,
1055,copper methionine hydroxy analogue chelate,2024-05-02 10:49:16.72953,
1056,pea fibre,2024-05-02 10:49:16.72953,
1057,copper,2024-05-02 10:49:16.72953,
1058,preserved with mixed tocopherols and citric acid.,2024-05-02 10:49:16.72953,
1059,duck liver,2024-05-02 10:49:16.72953,
1060,a662619,2024-05-02 10:49:16.72953,
1061,zinc,2024-05-02 10:49:16.72953,
1062,potassium iodide),2024-05-02 10:49:16.72953,
1063,animal liver flavor,2024-05-02 10:49:16.72953,
1064,freeze dried beef spleen,2024-05-02 10:49:16.72953,
1065,whole pilchard,2024-05-02 10:49:16.72953,
1066,hemicellulose extract,2024-05-02 10:49:16.72953,
1067,hydrolyzed herring,2024-05-02 10:49:16.72953,
1068,manganese amino acid complex,2024-05-02 10:49:16.72953,
1069,pasta (wheat flour,2024-05-02 10:49:16.72953,
1070,chicken thigh,2024-05-02 10:49:16.72953,
1071,calcium gluconate,2024-05-02 10:49:16.72953,
1072,freeze-dried beef,2024-05-02 10:49:16.72953,
1073,iron amino acid complex,2024-05-02 10:49:16.72953,
1074,seabass broth,2024-05-02 10:49:16.72953,
1075,),2024-05-02 10:49:16.72953,
1076,organic pea flour,2024-05-02 10:49:16.72953,
1077,green-lipped mussel,2024-05-02 10:49:16.72953,
1078,organic peas,2024-05-02 10:49:16.72953,
1079,natural yeast flavor,2024-05-02 10:49:16.72953,
1080,squid,2024-05-02 10:49:16.72953,
1081,sm hexametaphosphate,2024-05-02 10:49:16.72953,
1082,lemon juice),2024-05-02 10:49:16.72953,
1083,poultry giblets,2024-05-02 10:49:16.72953,
1084,manganous sulfate,2024-05-02 10:49:16.72953,
1085,vitamin e acetate,2024-05-02 10:49:16.72953,
1086,lamb,2024-05-02 10:49:16.72953,
1087,red 40,2024-05-02 10:49:16.72953,
1088,animal plasma,2024-05-02 10:49:16.72953,
1089,ginger powder,2024-05-02 10:49:16.72953,
1090,sesame seeds,2024-05-02 10:49:16.72953,
1091,valerian root,2024-05-02 10:49:16.72953,
1092,shrimp meal,2024-05-02 10:49:16.72953,
1093,salmon oil (excellent source of omega 3 fatty acids),2024-05-02 10:49:16.72953,
1094,venison hearts,2024-05-02 10:49:16.72953,
1095,althea root,2024-05-02 10:49:16.72953,
1096,dehydrated blackcurrant,2024-05-02 10:49:16.72953,
1097,ca...ssia gum,2024-05-02 10:49:16.72953,
1098,chicken fat (preserved with tocopherols and citric acid),2024-05-02 10:49:16.72953,
1099,vitamin b 12 supplement,2024-05-02 10:49:16.72953,
1100,organic celery,2024-05-02 10:49:16.72953,
1101,thiamine,2024-05-02 10:49:16.72953,
1102,non-gmo red lentils,2024-05-02 10:49:16.72953,
1103,green lipped mussel,2024-05-02 10:49:16.72953,
1104,copper sulfate pentahydrate,2024-05-02 10:49:16.72953,
1105,sugar,2024-05-02 10:49:16.72953,
1106,dehydrated alfalfa,2024-05-02 10:49:16.72953,
1107,supplement,2024-05-02 10:49:16.72953,
1108,pomegranate extract,2024-05-02 10:49:16.72953,
1109,meat & bone meal,2024-05-02 10:49:16.72953,
1110,lamb tripe,2024-05-02 10:49:16.72953,
1111,sodium selenite. b-2560.,2024-05-02 10:49:16.72953,
1112,turkey gizzard,2024-05-02 10:49:16.72953,
1113,potassium iodide],2024-05-02 10:49:16.72953,
1114,dehydrated egg,2024-05-02 10:49:16.72953,
1115,ferrous glycine complex,2024-05-02 10:49:16.72953,
1116,whitefish with bone,2024-05-02 10:49:16.72953,
1117,catfish,2024-05-02 10:49:16.72953,
1118,menadione sodium bisulfite complex [source of vitamin k activity],2024-05-02 10:49:16.72953,
1119,olive oil (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
1120,pork digest,2024-05-02 10:49:16.72953,
1121,pears,2024-05-02 10:49:16.72953,
1122,dried spinach,2024-05-02 10:49:16.72953,
1123,taurine. dave s naturally healthy food turkey formula cat food is formulated to meet the nutritional levels established by the aafco cat food nutrient profiles for maintenance.,2024-05-02 10:49:16.72953,
1124,potassium alginate,2024-05-02 10:49:16.72953,
1125,minerals (copper sulfate,2024-05-02 10:49:16.72953,
1126,riboflavin,2024-05-02 10:49:16.72953,
1127,beef hearts,2024-05-02 10:49:16.72953,
1128,natural gums,2024-05-02 10:49:16.72953,
1129,lnulin,2024-05-02 10:49:16.72953,
1130,tuna,2024-05-02 10:49:16.72953,
1131,cystine,2024-05-02 10:49:16.72953,
1132,sulfur,2024-05-02 10:49:16.72953,
1133,monoglycerides,2024-05-02 10:49:16.72953,
1134,hydrolyzed ocean fish protein,2024-05-02 10:49:16.72953,
1135,vha (used as preservative),2024-05-02 10:49:16.72953,
1136,thaiminie mononitrate,2024-05-02 10:49:16.72953,
1137,calcium sulphate dihydrate,2024-05-02 10:49:16.72953,
1138,chicken broth,2024-05-02 10:49:16.72953,
1139,oat hulls,2024-05-02 10:49:16.72953,
1140,ascorbic acid (preservative),2024-05-02 10:49:16.72953,
1141,menadione sodium bisulfite complex),2024-05-02 10:49:16.72953,
1142,mackerel,2024-05-02 10:49:16.72953,
1143,potassium chloride).,2024-05-02 10:49:16.72953,
1144,l-carnitine.,2024-05-02 10:49:16.72953,
1145,grain sorghum,2024-05-02 10:49:16.72953,
1146,dried egg,2024-05-02 10:49:16.72953,
1147,citric acid,2024-05-02 10:49:16.72953,
1148,rice protein concentrate,2024-05-02 10:49:16.72953,
1149,ground beef bones,2024-05-02 10:49:16.72953,
1150,freeze dried chicken heart,2024-05-02 10:49:16.72953,
1151,l-ascorbyl-2-polyphosphate [source of vitamin c],2024-05-02 10:49:16.72953,
1152,salmon,2024-05-02 10:49:16.72953,
1153,l-threonine,2024-05-02 10:49:16.72953,
1154,vitamin d3 supplement].,2024-05-02 10:49:16.72953,
1155,menadionesodium bisulfite complex (source of vitamin k activity)),2024-05-02 10:49:16.72953,
1156,thiamine mononitrate.,2024-05-02 10:49:16.72953,
1157,vitamin k,2024-05-02 10:49:16.72953,
1158,deboned tilapia,2024-05-02 10:49:16.72953,
1159,saower oil,2024-05-02 10:49:16.72953,
1160,de-boned salm...on,2024-05-02 10:49:16.72953,
1161,vitamin e,2024-05-02 10:49:16.72953,
1162,zinc sulfate monohydrate,2024-05-02 10:49:16.72953,
1163,sodium selenite),2024-05-02 10:49:16.72953,
1164,preservative (citric acid,2024-05-02 10:49:16.72953,
1165,crab broth),2024-05-02 10:49:16.72953,
1166,organic dried pea,2024-05-02 10:49:16.72953,
1167,avocado,2024-05-02 10:49:16.72953,
1168,turkey gizzards,2024-05-02 10:49:16.72953,
1169,flaxseed oil,2024-05-02 10:49:16.72953,
1170,fumaric acid,2024-05-02 10:49:16.72953,
1171,fish oil (source of dha-docosahexaenoic acid),2024-05-02 10:49:16.72953,
1172,docosahexaenoic acid (dha) (source of omega-3 fatty acids),2024-05-02 10:49:16.72953,
1173,pork plasma,2024-05-02 10:49:16.72953,
1174,dried chicory root (a source of inulin),2024-05-02 10:49:16.72953,
1175,coconut oil (preserved ...with mixed tocopherols),2024-05-02 10:49:16.72953,
1176,humanely raised turkey,2024-05-02 10:49:16.72953,
1177,potassium carbonate,2024-05-02 10:49:16.72953,
1178,wild-caught whole ground krill,2024-05-02 10:49:16.72953,
1179,dehydrated duck,2024-05-02 10:49:16.72953,
1180,turkey fat (mixed tocopherols preserved),2024-05-02 10:49:16.72953,
1181,menadione sodium bisulfite (vitamin k),2024-05-02 10:49:16.72953,
1182,biotin supplement,2024-05-02 10:49:16.72953,
1183,dehydrated turkey,2024-05-02 10:49:16.72953,
1184,garbanzo beans (chickpeas),2024-05-02 10:49:16.72953,
1185,paciﬁc wild fish (herring,2024-05-02 10:49:16.72953,
1186,dandelion,2024-05-02 10:49:16.72953,
1187,dried yeast,2024-05-02 10:49:16.72953,
1188,vegetable fiber,2024-05-02 10:49:16.72953,
1189,added color (red 40),2024-05-02 10:49:16.72953,
1190,shirasu,2024-05-02 10:49:16.72953,
1191,organic kale,2024-05-02 10:49:16.72953,
1192,almonds,2024-05-02 10:49:16.72953,
1193,biotin supplement.,2024-05-02 10:49:16.72953,
1194,dried celery,2024-05-02 10:49:16.72953,
1195,vegetable starch - modified,2024-05-02 10:49:16.72953,
1196,dried lactobacillus casei fermentation product,2024-05-02 10:49:16.72953,
1197,flaxs...eed,2024-05-02 10:49:16.72953,
1198,egg shell meal,2024-05-02 10:49:16.72953,
1199,pork broth,2024-05-02 10:49:16.72953,
1200,brown rice flour,2024-05-02 10:49:16.72953,
1201,turkey,2024-05-02 10:49:16.72953,
1202,beef and pork broth,2024-05-02 10:49:16.72953,
1203,menadione sodium bisulfite),2024-05-02 10:49:16.72953,
1204,pea fiber,2024-05-02 10:49:16.72953,
1205,cobalt polysaccharide complex,2024-05-02 10:49:16.72953,
1206,organic chicken,2024-05-02 10:49:16.72953,
1207,vitamin d3 supplement vitamin b12 supplemetn,2024-05-02 10:49:16.72953,
1208,goat,2024-05-02 10:49:16.72953,
1209,black pepper,2024-05-02 10:49:16.72953,
1210,menhaden fish meal (a source of dha),2024-05-02 10:49:16.72953,
1211,(preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1212,papaya powder,2024-05-02 10:49:16.72953,
1213,iron proteinate,2024-05-02 10:49:16.72953,
1214,glyceryl monostearate,2024-05-02 10:49:16.72953,
1215,deboned tuna,2024-05-02 10:49:16.72953,
1216,dl-alpha tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
1217,goat milk,2024-05-02 10:49:16.72953,
1218,viamin b12 supplement,2024-05-02 10:49:16.72953,
1219,rapeseed oil,2024-05-02 10:49:16.72953,
1220,montmorillonite clay,2024-05-02 10:49:16.72953,
1221,dried bifidobacterium animalis fermentation product,2024-05-02 10:49:16.72953,
1222,basil,2024-05-02 10:49:16.72953,
1223,brewer's dried yeast,2024-05-02 10:49:16.72953,
1224,slat,2024-05-02 10:49:16.72953,
1225,dried rhizopus oryzae fermentation product,2024-05-02 10:49:16.72953,
1226,soy protein isolate,2024-05-02 10:49:16.72953,
1227,menadione sodium bisulfate complex,2024-05-02 10:49:16.72953,
1228,freeze dried pork liver,2024-05-02 10:49:16.72953,
1229,leucine,2024-05-02 10:49:16.72953,
1230,goat heart,2024-05-02 10:49:16.72953,
1231,organic sweet potato,2024-05-02 10:49:16.72953,
1232,rosemary extract. this product is formulated to meet the nutritional levels established by the aafco cat food nutrient profiles for maintenance.,2024-05-02 10:49:16.72953,
1233,mixed tocopherols for freshness,2024-05-02 10:49:16.72953,
1234,l-ascorbyl2-polyphosphate,2024-05-02 10:49:16.72953,
1235,l-tryptophane,2024-05-02 10:49:16.72953,
1236,dried bacillus coagulans fermentation product (probiotic),2024-05-02 10:49:16.72953,
1237,skinless),2024-05-02 10:49:16.72953,
1238,a -tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
1239,vitamins (l-ascorbyl-2- polyphosphate,2024-05-02 10:49:16.72953,
1240,b vitamins (niacin,2024-05-02 10:49:16.72953,
1241,natural fish flavor,2024-05-02 10:49:16.72953,
1242,spearmint extract,2024-05-02 10:49:16.72953,
1243,haddock,2024-05-02 10:49:16.72953,
1244,apple powder,2024-05-02 10:49:16.72953,
1245,menadione sodium bisulfite complex (source of vitamin k)),2024-05-02 10:49:16.72953,
1246,choline,2024-05-02 10:49:16.72953,
1247,manganese proteinate*,2024-05-02 10:49:16.72953,
1248,egg,2024-05-02 10:49:16.72953,
1249,vitamin b5 (d-calcium pantothenate),2024-05-02 10:49:16.72953,
1250,prawns,2024-05-02 10:49:16.72953,
1251,whole kahawai,2024-05-02 10:49:16.72953,
1252,salmon oil (a source of omega-7 fatty acid),2024-05-02 10:49:16.72953,
1253,dried egg powder,2024-05-02 10:49:16.72953,
1254,minerals (zincproteinate,2024-05-02 10:49:16.72953,
1255,fish oil (source of omega 3 fatty acids),2024-05-02 10:49:16.72953,
1256,whole mackerel,2024-05-02 10:49:16.72953,
1257,salmon hydrolysate,2024-05-02 10:49:16.72953,
1258,watercress,2024-05-02 10:49:16.72953,
1259,natural salmon flavor,2024-05-02 10:49:16.72953,
1260,folic acid supplement,2024-05-02 10:49:16.72953,
1261,long grain rice,2024-05-02 10:49:16.72953,
1262,zinc sulphate,2024-05-02 10:49:16.72953,
1263,arctic char,2024-05-02 10:49:16.72953,
1264,minerals [potassium chloride,2024-05-02 10:49:16.72953,
1265,dried chicken flavored gravy,2024-05-02 10:49:16.72953,
1266,added color (red 3 & other artificial colors),2024-05-02 10:49:16.72953,
1267,menadione sodium bisulfite complex (source of vitamin k3),2024-05-02 10:49:16.72953,
1268,whole white trevally,2024-05-02 10:49:16.72953,
1269,red algae,2024-05-02 10:49:16.72953,
1270,dl-alpha tocopherol acetate,2024-05-02 10:49:16.72953,
1271,rosehips,2024-05-02 10:49:16.72953,
1272,tuna fish oil,2024-05-02 10:49:16.72953,
1273,schidigera extract,2024-05-02 10:49:16.72953,
1274,glucosamine hydrochloride,2024-05-02 10:49:16.72953,
1275,chia seed oil,2024-05-02 10:49:16.72953,
1276,freeze dried cod,2024-05-02 10:49:16.72953,
1277,crab flavor,2024-05-02 10:49:16.72953,
1278,rice hulls,2024-05-02 10:49:16.72953,
1279,calcium iodate,2024-05-02 10:49:16.72953,
1280,*dried bacillus coagulans fermentation product (probiotic),2024-05-02 10:49:16.72953,
1281,maitake mushroom,2024-05-02 10:49:16.72953,
1282,psyllium seed husk.,2024-05-02 10:49:16.72953,
1283,field peas,2024-05-02 10:49:16.72953,
1284,vitamin c supplement,2024-05-02 10:49:16.72953,
1285,celery powder.,2024-05-02 10:49:16.72953,
1286,meat by-products,2024-05-02 10:49:16.72953,
1287,goat meal,2024-05-02 10:49:16.72953,
1288,parsley,2024-05-02 10:49:16.72953,
1289,(source of vitamin k),2024-05-02 10:49:16.72953,
1290,minerals (copper proteinate,2024-05-02 10:49:16.72953,
1291,oceanfish,2024-05-02 10:49:16.72953,
1292,zucchini,2024-05-02 10:49:16.72953,
1293,dehydrated sweet potatoes,2024-05-02 10:49:16.72953,
1294,dried carrots,2024-05-02 10:49:16.72953,
1295,tilapia broth,2024-05-02 10:49:16.72953,
1296,calcium sulfate. dave's naturally healthy saucey tuna dinner in gravy is formulated to meet the nutritional levels established by the aafco cat food nutrient profiles for all life stages.,2024-05-02 10:49:16.72953,
1297,dehydrated spinach,2024-05-02 10:49:16.72953,
1298,magnesium sulfate monohydrate,2024-05-02 10:49:16.72953,
1299,vitamin d3.,2024-05-02 10:49:16.72953,
1300,torula yeast,2024-05-02 10:49:16.72953,
1301,dried whey protein concentrate,2024-05-02 10:49:16.72953,
1302,goat bone,2024-05-02 10:49:16.72953,
1303,aubergine,2024-05-02 10:49:16.72953,
1304,biotin supplement),2024-05-02 10:49:16.72953,
1305,dried spearmint,2024-05-02 10:49:16.72953,
1306,chicken by-product meal (source of glucosamine and chondroitin sulfate),2024-05-02 10:49:16.72953,
1307,iron amino acid chelate,2024-05-02 10:49:16.72953,
1308,chicken necks,2024-05-02 10:49:16.72953,
1309,ahi tuna,2024-05-02 10:49:16.72953,
1310,l-ascorbyl-2-polyphoshpate,2024-05-02 10:49:16.72953,
1311,dried egg yolk,2024-05-02 10:49:16.72953,
1312,cranberri...es,2024-05-02 10:49:16.72953,
1313,dried bacillus subtilus fermentation extract,2024-05-02 10:49:16.72953,
1314,dried porcine plasma,2024-05-02 10:49:16.72953,
1315,chondroitin,2024-05-02 10:49:16.72953,
1316,dried whey product,2024-05-02 10:49:16.72953,
1317,thiaminemononitrate,2024-05-02 10:49:16.72953,
1318,mutton,2024-05-02 10:49:16.72953,
1319,partially hydrogenated canola oil preserved with tbhq,2024-05-02 10:49:16.72953,
1320,freeze-dried kelp,2024-05-02 10:49:16.72953,
1321,salmon meal (a source of dha),2024-05-02 10:49:16.72953,
1322,magnesium (min) sulfate,2024-05-02 10:49:16.72953,
1323,a662919,2024-05-02 10:49:16.72953,
1324,bison,2024-05-02 10:49:16.72953,
1325,manganese proteinale,2024-05-02 10:49:16.72953,
1326,vitamins(thiamine mononitrate,2024-05-02 10:49:16.72953,
1327,spray dried animal blood cells,2024-05-02 10:49:16.72953,
1328,pomegranate powder,2024-05-02 10:49:16.72953,
1329,parsley flake,2024-05-02 10:49:16.72953,
1330,dried blueberries,2024-05-02 10:49:16.72953,
1331,/beef,2024-05-02 10:49:16.72953,
1332,sodium acid pyrophosphate (source of phosphorus),2024-05-02 10:49:16.72953,
1333,dried lactobacillus plantarum fermentation product.,2024-05-02 10:49:16.72953,
1334,iron amino acid chelate zinc amino acid chelate,2024-05-02 10:49:16.72953,
1335,fruit juice,2024-05-02 10:49:16.72953,
1336,menadione sodium bisulfate complex (source of vitamin k)),2024-05-02 10:49:16.72953,
1337,ground whole oats,2024-05-02 10:49:16.72953,
1338,tapioca powder,2024-05-02 10:49:16.72953,
1339,organic sunflower seed meal,2024-05-02 10:49:16.72953,
1340,pyridoxine hydrochloride,2024-05-02 10:49:16.72953,
1341,c425420,2024-05-02 10:49:16.72953,
1342,tricalcium phsophate,2024-05-02 10:49:16.72953,
1343,salmon oil (a source of dha),2024-05-02 10:49:16.72953,
1344,carrots (dried),2024-05-02 10:49:16.72953,
1345,olive powder,2024-05-02 10:49:16.72953,
1346,mixed tocopherol (preservative).,2024-05-02 10:49:16.72953,
1347,chicken heart,2024-05-02 10:49:16.72953,
1348,glycine,2024-05-02 10:49:16.72953,
1349,sodium hexametaphosphate,2024-05-02 10:49:16.72953,
1350,cod liver,2024-05-02 10:49:16.72953,
1351,dry fish broth,2024-05-02 10:49:16.72953,
1352,potassium iodide. b-4735-5.5,2024-05-02 10:49:16.72953,
1353,potassium sulfate,2024-05-02 10:49:16.72953,
1354,mutton meal,2024-05-02 10:49:16.72953,
1355,taurine (supports heart health),2024-05-02 10:49:16.72953,
1356,check out every ingredient has a purpose.,2024-05-02 10:49:16.72953,
1357,suncured alfalfa,2024-05-02 10:49:16.72953,
1358,pyridixoine hydrochloride,2024-05-02 10:49:16.72953,
1359,dehydrated pumpkin,2024-05-02 10:49:16.72953,
1360,pork gizzard,2024-05-02 10:49:16.72953,
1361,pollock oil,2024-05-02 10:49:16.72953,
1362,salmon meal (source of chondroitin sulfate),2024-05-02 10:49:16.72953,
1363,green tea extract and rosemary extract,2024-05-02 10:49:16.72953,
1364,soybean oil (preserved with bha/bht),2024-05-02 10:49:16.72953,
1365,chicken (including ground chicken bone),2024-05-02 10:49:16.72953,
1366,dried salmon,2024-05-02 10:49:16.72953,
1367,calcium pantothenate (vitamin b-5),2024-05-02 10:49:16.72953,
1368,fennel powder,2024-05-02 10:49:16.72953,
1369,ingredients 5.5 oz can:,2024-05-02 10:49:16.72953,
1370,chelated calcium iodate.,2024-05-02 10:49:16.72953,
1371,bonito,2024-05-02 10:49:16.72953,
1372,dried egg product,2024-05-02 10:49:16.72953,
1373,pumpkin seeds,2024-05-02 10:49:16.72953,
1374,natural chicken flavour,2024-05-02 10:49:16.72953,
1375,minerals zinc amino acid chelate,2024-05-02 10:49:16.72953,
1376,deboned venison,2024-05-02 10:49:16.72953,
1377,freeze dried turkey,2024-05-02 10:49:16.72953,
1378,aloe vera gel concentrate,2024-05-02 10:49:16.72953,
1379,pork by-products,2024-05-02 10:49:16.72953,
1380,dried cranberry,2024-05-02 10:49:16.72953,
1381,dried watercress,2024-05-02 10:49:16.72953,
1382,natural chicken liver flavor,2024-05-02 10:49:16.72953,
1383,boneless chicken,2024-05-02 10:49:16.72953,
1384,vitamins (niacin,2024-05-02 10:49:16.72953,
1385,potassium sorbate and citric acid (preservatives).,2024-05-02 10:49:16.72953,
1386,riboï¬avin supplement,2024-05-02 10:49:16.72953,
1387,alligator,2024-05-02 10:49:16.72953,
1388,dill,2024-05-02 10:49:16.72953,
1389,lamb lung,2024-05-02 10:49:16.72953,
1390,split peas,2024-05-02 10:49:16.72953,
1391,vitamin d-3 supplement]. a476220,2024-05-02 10:49:16.72953,
1392,dried bovine colostrum,2024-05-02 10:49:16.72953,
1393,dehydrated whole eggs,2024-05-02 10:49:16.72953,
1394,pineapple stems,2024-05-02 10:49:16.72953,
1395,caviar,2024-05-02 10:49:16.72953,
1396,magnesium amino acid chelate,2024-05-02 10:49:16.72953,
1397,dried citrus pulp,2024-05-02 10:49:16.72953,
1398,dehydrated wild boar,2024-05-02 10:49:16.72953,
1399,mixed tocopherols (preservative],2024-05-02 10:49:16.72953,
1400,dl-mehtionine,2024-05-02 10:49:16.72953,
1401,whole dried peas,2024-05-02 10:49:16.72953,
1402,fish oil(preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1403,herring,2024-05-02 10:49:16.72953,
1404,lentil starch,2024-05-02 10:49:16.72953,
1405,guar... gum,2024-05-02 10:49:16.72953,
1406,vitamins {vitamin e supplement,2024-05-02 10:49:16.72953,
1407,vitamins[dl-alpha tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
1408,vitamin d-3 supplement. b254421.,2024-05-02 10:49:16.72953,
1409,l ascorbyl polyphosphate,2024-05-02 10:49:16.72953,
1410,c469820,2024-05-02 10:49:16.72953,
1411,niacin (vitamin b3),2024-05-02 10:49:16.72953,
1412,calcium chloride,2024-05-02 10:49:16.72953,
1413,chia seeds,2024-05-02 10:49:16.72953,
1414,organic dandelion greens,2024-05-02 10:49:16.72953,
1415,maize,2024-05-02 10:49:16.72953,
1416,vitamins [vitamin e supplement,2024-05-02 10:49:16.72953,
1417,dehydrated white fish,2024-05-02 10:49:16.72953,
1418,ground whole grain oats,2024-05-02 10:49:16.72953,
1419,chicken,2024-05-02 10:49:16.72953,
1420,shrimp,2024-05-02 10:49:16.72953,
1421,vitamins (tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
1422,natural flavor. sweet potato,2024-05-02 10:49:16.72953,
1423,ascorbic acid.,2024-05-02 10:49:16.72953,
1424,brewers dried yeasr,2024-05-02 10:49:16.72953,
1425,rabbit kidneys,2024-05-02 10:49:16.72953,
1426,animal fat(preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
1427,black soldier fly larvae,2024-05-02 10:49:16.72953,
1428,dried enterococcus faecium-fermentation product,2024-05-02 10:49:16.72953,
